mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
170000,Opel,Corsa,0,0,0,6700,95.0,2018,OpelCorsa
25000,Mitsubishi,Space Star,1,0,0,6890,71.0,2018,MitsubishiSpace Star
74000,Toyota,Aygo,1,0,0,6990,69.0,2018,ToyotaAygo
28600,Skoda,Citigo,1,0,0,6999,60.0,2018,SkodaCitigo
72300,Hyundai,i10,1,0,0,7290,67.0,2018,Hyundaii10
36500,Dacia,Sandero,1,0,0,7550,73.0,2018,DaciaSandero
268000,Renault,Megane,0,0,0,7649,110.0,2018,RenaultMegane
20990,Audi,A6,0,1,0,37220,163.0,2019,AudiA6
51890,Audi,A6,0,1,0,37344,272.0,2019,AudiA6
38990,Audi,A5,0,1,0,37480,190.0,2019,AudiA5
13100,SEAT,Ateca,1,1,0,37950,300.0,2019,SEATAteca
13913,Volvo,XC60,0,1,0,37950,190.0,2019,VolvoXC60
23879,Volkswagen,Tiguan,0,1,0,38440,190.0,2019,VolkswagenTiguan
36990,Audi,A6,0,1,0,38800,272.0,2019,AudiA6
6673,Skoda,Superb,1,1,0,39870,272.0,2019,SkodaSuperb
15700,Audi,A6,0,1,0,39890,204.0,2019,AudiA6
10250,Audi,A5,0,1,0,40450,190.0,2019,AudiA5
81000,Skoda,Kodiaq,0,1,0,41960,239.0,2019,SkodaKodiaq
12000,SEAT,Leon,1,1,1,41990,300.0,2019,SEATLeon
16582,Volkswagen,Passat Variant,0,1,0,43880,239.0,2019,VolkswagenPassat Variant
40962,Volvo,V90,2,1,0,47960,303.0,2019,VolvoV90
11300,Skoda,Fabia,1,0,0,9980,60.0,2020,SkodaFabia
9000,SEAT,Mii,1,0,1,10740,60.0,2020,SEATMii
13885,Volkswagen,up!,1,0,0,11490,60.0,2020,Volkswagenup!
18163,Skoda,Fabia,1,0,0,12950,95.0,2020,SkodaFabia
16700,Opel,Corsa,1,0,1,13490,101.0,2020,OpelCorsa
18364,Skoda,Scala,1,0,0,13870,95.0,2020,SkodaScala
19661,Skoda,Scala,1,0,0,13870,95.0,2020,SkodaScala
10300,Skoda,Fabia,1,0,1,13990,95.0,2020,SkodaFabia
19650,Skoda,Fabia,1,0,1,14490,95.0,2020,SkodaFabia
7800,SEAT,Ibiza,1,0,0,14840,95.0,2020,SEATIbiza
12990,SEAT,Ibiza,3,0,1,14960,90.0,2020,SEATIbiza
11901,Skoda,Fabia,1,0,0,15370,95.0,2020,SkodaFabia
21800,Ford,Fiesta,1,0,2,15480,125.0,2020,FordFiesta
12600,Ford,Fiesta,2,0,2,15480,125.0,2020,FordFiesta
17500,Ford,Fiesta,1,0,2,15480,125.0,2020,FordFiesta
10,Toyota,Aygo,1,1,3,12790,72.0,2021,ToyotaAygo
10,Toyota,Aygo,1,1,3,12790,72.0,2021,ToyotaAygo
492,Ford,Fiesta,1,0,2,12980,75.0,2021,FordFiesta
10,Kia,Picanto,1,1,3,12980,67.0,2021,KiaPicanto
10,Ford,Fiesta,1,0,3,12990,75.0,2021,FordFiesta
9,Toyota,Aygo,1,1,3,12990,72.0,2021,ToyotaAygo
10,Toyota,Aygo,1,1,3,12990,72.0,2021,ToyotaAygo
9,Toyota,Aygo,1,1,3,13390,72.0,2021,ToyotaAygo
9,Toyota,Aygo,1,1,3,13390,72.0,2021,ToyotaAygo
9,Toyota,Aygo,1,1,3,13390,72.0,2021,ToyotaAygo
9,Toyota,Aygo,1,1,3,13390,72.0,2021,ToyotaAygo
9,Toyota,Aygo,1,1,3,13390,72.0,2021,ToyotaAygo
15,Fiat,500,2,0,3,13480,69.0,2021,Fiat500
15,Fiat,500,1,0,3,13480,69.0,2021,Fiat500
50,Citroen,C1,1,0,3,13480,72.0,2021,CitroenC1
100,Hyundai,i10,1,1,3,13499,67.0,2021,Hyundaii10
100,Nissan,Micra,1,0,1,13580,92.0,2021,NissanMicra
100,Nissan,Micra,1,0,1,13580,92.0,2021,NissanMicra
